time/total_timesteps,custom/cycle,rollout/ep_rew_mean,time/iterations,custom/pamdp_timestep,custom/seed,time/time_elapsed,custom/agent_name,time/fps,custom/agent_type,custom/env,rollout/ep_len_mean,train/entropy_loss,train/explained_variance,train/n_updates,train/approx_kl,train/std,train/policy_gradient_loss,train/learning_rate,train/clip_range,train/value_loss,train/clip_fraction,train/loss
149504,72,-4.96419128,1,296960,1,3,"PPO-PPO",537,"continuous","Goal-v0",1.23,-4.4510982751846315,0.3110883831977844,720,0.009341722,0.7688264846801758,-0.0036301964632002638,0.0003,0.2,143.6188014626503,0.125341796875,109.4641342163086
151552,73,-6.174211629999999,1,301056,1,3,"PPO-PPO",526,"continuous","Goal-v0",1.12,-4.413025723397732,0.30987560749053955,730,0.008429995,0.7694836854934692,-0.0010114754550158978,0.0003,0.2,146.3795152425766,0.1142578125,100.76653289794922
153600,74,-5.553145089999999,1,305152,1,3,"PPO-PPO",577,"continuous","Goal-v0",1.13,-4.379196994006634,0.2649127244949341,740,0.01565256,0.759353756904602,0.0005033966044720728,0.0003,0.2,132.82606241106987,0.119384765625,47.991737365722656
155648,75,-6.405154960000001,1,309248,1,3,"PPO-PPO",551,"continuous","Goal-v0",1.21,-4.349702626466751,0.3489443063735962,750,0.011731136,0.760601282119751,-0.0008261513998149894,0.0003,0.2,123.28328830599784,0.139599609375,60.926883697509766
157696,76,-6.635880879999999,1,313344,1,3,"PPO-PPO",560,"continuous","Goal-v0",1.15,-4.333809086680413,0.3368670344352722,760,0.014840399,0.7561465501785278,-0.0019396298717765602,0.0003,0.2,125.40876873135566,0.141845703125,108.9229736328125
159744,77,-5.556992029999999,1,317440,1,3,"PPO-PPO",532,"continuous","Goal-v0",1.25,-4.296701365709305,0.33154618740081787,770,0.014753349,0.7505886554718018,-0.0011474953375000042,0.0003,0.2,143.8519855558872,0.180029296875,13.43875789642334
161792,78,-6.14446397,1,321536,1,3,"PPO-PPO",518,"continuous","Goal-v0",1.17,-4.2693859592080114,0.33871591091156006,780,0.018872386,0.7495925426483154,-0.001305317557125818,0.0003,0.2,145.97553915977477,0.161669921875,80.59541320800781
163840,79,-3.4322617999999996,1,325632,1,3,"PPO-PPO",526,"continuous","Goal-v0",1.23,-4.261076332628727,0.3731123208999634,790,0.01623324,0.7514487504959106,-0.0038014677607861812,0.0003,0.2,134.87994984984397,0.175439453125,33.42177963256836
165888,80,-4.464636199999999,1,329728,1,3,"PPO-PPO",537,"continuous","Goal-v0",1.22,-4.23955205231905,0.3385208249092102,800,0.016060721,0.7456843256950378,-0.00028015221178065983,0.0003,0.2,165.3254838347435,0.13505859375,84.00993347167969
167936,81,-4.34862379,1,333824,1,3,"PPO-PPO",523,"continuous","Goal-v0",1.16,-4.217065909504891,0.2908206582069397,810,0.014277041,0.7437821626663208,-0.006029565601784271,0.0003,0.2,138.712468791008,0.17548828125,70.20442962646484
169984,82,-3.21807871,1,337920,1,3,"PPO-PPO",529,"continuous","Goal-v0",1.23,-4.200376261770725,0.36024266481399536,820,0.01337838,0.7433393001556396,-0.0032823156732774807,0.0003,0.2,147.5334491968155,0.16806640625,83.54720306396484
172032,83,-4.66823909,1,342016,1,3,"PPO-PPO",525,"continuous","Goal-v0",1.22,-4.174749517440796,0.37155473232269287,830,0.01068992,0.738231897354126,-0.005358752440224634,0.0003,0.2,153.10878586769104,0.156298828125,76.68547058105469
174080,84,-3.3300783599999995,1,346112,1,3,"PPO-PPO",518,"continuous","Goal-v0",1.22,-4.151875364780426,0.35189682245254517,840,0.013975369,0.736846923828125,-0.003537867040722631,0.0003,0.2,131.83438748717307,0.137939453125,36.77021789550781
176128,85,-3.16781185,1,350208,1,3,"PPO-PPO",519,"continuous","Goal-v0",1.17,-4.127181404829026,0.357674241065979,850,0.008695146,0.7310369610786438,-0.0031860293420322705,0.0003,0.2,159.20875540971755,0.157080078125,34.18844985961914
178176,86,-3.6118973300000006,1,354304,1,3,"PPO-PPO",537,"continuous","Goal-v0",1.23,-4.112435072660446,0.3922605514526367,860,0.01203007,0.7342511415481567,-0.0030879504265612923,0.0003,0.2,144.2819036900997,0.1505859375,52.99453353881836
180224,87,-6.417805809999999,1,358400,1,3,"PPO-PPO",545,"continuous","Goal-v0",1.1,-4.109473365545273,0.333537220954895,870,0.012825798,0.7328819036483765,0.0014946883005904966,0.0003,0.2,141.26183714270593,0.16025390625,66.79728698730469
182272,88,-5.732546169999999,1,362496,1,3,"PPO-PPO",521,"continuous","Goal-v0",1.24,-4.090113082528115,0.3235180974006653,880,0.026897203,0.7318635582923889,-0.004720340223138919,0.0003,0.2,140.39332040548325,0.184130859375,61.1002082824707
184320,89,-4.80093894,1,366592,1,3,"PPO-PPO",531,"continuous","Goal-v0",1.17,-4.05100970864296,0.3968629240989685,890,0.013621246,0.723121702671051,0.000330958368795109,0.0003,0.2,142.19702070951462,0.1443359375,90.34100341796875
186368,90,-4.719940010000001,1,370688,1,3,"PPO-PPO",554,"continuous","Goal-v0",1.21,-4.0213936358690265,0.3634592890739441,900,0.011988904,0.72188800573349,-0.003422906928608427,0.0003,0.2,135.9587248980999,0.166943359375,68.32521057128906
188416,91,-3.2647020499999995,1,374784,1,3,"PPO-PPO",534,"continuous","Goal-v0",1.23,-4.024840377271175,0.34945106506347656,910,0.012699048,0.7294636368751526,0.00017581018182681872,0.0003,0.2,157.27965536117554,0.151611328125,64.54507446289062
190464,92,-5.31644415,1,378880,1,3,"PPO-PPO",518,"continuous","Goal-v0",1.15,-4.0483900040388106,0.3956705927848816,920,0.015969137,0.7312831878662109,-0.00369381694617914,0.0003,0.2,140.26620810031892,0.17607421875,57.55393981933594
192512,93,-3.8174208500000004,1,382976,1,3,"PPO-PPO",513,"continuous","Goal-v0",1.14,-4.030221511423588,0.31445395946502686,930,0.012108611,0.7309033870697021,-0.002936452961876057,0.0003,0.2,137.3754489004612,0.174169921875,44.52560806274414
194560,94,-5.1072109900000005,1,387072,1,4,"PPO-PPO",467,"continuous","Goal-v0",1.25,-4.016324393451214,0.35558992624282837,940,0.016442195,0.7311910390853882,-0.002357080054935068,0.0003,0.2,132.6481708407402,0.192529296875,69.09334564208984
196608,95,-3.8243255299999994,1,391168,1,4,"PPO-PPO",475,"continuous","Goal-v0",1.22,-4.0126470312476155,0.36617398262023926,950,0.01862671,0.7334505319595337,0.0019066573855525347,0.0003,0.2,153.8028957128525,0.180029296875,92.46998596191406
198656,96,-4.9423505599999995,1,395264,1,4,"PPO-PPO",465,"continuous","Goal-v0",1.19,-3.9925309978425503,0.38614821434020996,960,0.015343985,0.7274537086486816,0.00037634784457623026,0.0003,0.2,159.44854440689087,0.143798828125,72.52066040039062
200704,97,-0.41677251000000026,1,399360,1,4,"PPO-PPO",478,"continuous","Goal-v0",1.26,-3.947212552279234,0.37718695402145386,970,0.019462328,0.7196845412254333,-0.0009503375928034075,0.0003,0.2,147.82538783550262,0.18037109375,83.71955871582031
202752,98,-3.80302149,1,403456,1,4,"PPO-PPO",498,"continuous","Goal-v0",1.17,-3.8967392571270465,0.40715479850769043,980,0.020076351,0.7132307887077332,0.0012629434884729562,0.0003,0.2,172.86201158761978,0.18701171875,211.58656311035156
204800,99,-4.2407223300000005,1,407552,1,3,"PPO-PPO",526,"continuous","Goal-v0",1.19,-3.8717262491583826,0.33323782682418823,990,0.01308375,0.7130463719367981,-0.0021078608740936035,0.0003,0.2,153.53760794401168,0.13984375,132.41236877441406
206848,100,-2.4748759200000006,1,411648,1,4,"PPO-PPO",466,"continuous","Goal-v0",1.2,-3.837316927313805,0.36785316467285156,1000,0.013289129,0.7079677581787109,-0.0023790737686795183,0.0003,0.2,151.80462889671327,0.189404296875,54.116119384765625
208896,101,-5.084730619999999,1,415744,1,4,"PPO-PPO",504,"continuous","Goal-v0",1.11,-3.7804140508174897,0.37558460235595703,1010,0.026466716,0.6969107389450073,0.0003627542886533774,0.0003,0.2,152.09562286138535,0.20810546875,104.80561828613281
210944,102,-4.929921270000001,1,419840,1,4,"PPO-PPO",503,"continuous","Goal-v0",1.15,-3.7413276113569736,0.38644659519195557,1020,0.017758746,0.6943018436431885,0.00018979817177751103,0.0003,0.2,173.2868356823921,0.167333984375,42.056419372558594
